r	的
fcnl	翅翼
ffrl	霹雳舞
gqab	殉节
iafw	港埠
icpe	治家
idic	湖泽
idqy	淹留
iirk	消损
ijtm	漫射
ikgo	溃灭
itbu	兴利除弊
kmbg	顺风耳
ldkj	蜀犬吠日
nhim	收没
ninn	慨当以慷
nwkm	司令员
odpy	烦神
pdxy	宠辱皆忘
quow	镁粉
qvyp	银亮
rfam	撷英
rkaj	扣划
rmsh	揣想
rycf	挤对
sdaa	顶芽
stad	桥基
svcm	概观
tapp	稀世之宝
thhk	牌点
udjq	头晚
usqn	闲饭
vttg	好生生
xarv	红热
xfsf	贯标
xlsc	幼树
xpca	缩颈
xpqg	缩印
xtvd	乡姑
ycyw	序论
ymbu	设障
yqwb	底仓
ytge	旌表
yyvf	访寻
sus	樽
akb	葺
akbf	葺
alrj	蔪
apvo	藛
arvc	蒑
awxb	芲
cdnn	駀
eh	胩
ehhy	臞
evqn	腉
hant	虙
ikbg	湒
iuto	濓
jeg	蚏
jjpv	暥
jxxm	顯
kajd	嗼
kajy	噧
khgj	蹧
khn	跽
khnn	跽
ksf	嘌
ksfi	嘌
ltol	轓
lygg	軴
mey	岌
meyu	岌
mgkm	顗
obh	邩
oukg	焙
puff	袿
pumy	袇
puri	袾
qieg	銷
qohc	鮍
qtan	獦
safc	覊
sfl	檑
tnhh	躛
voqh	嫾
wqf	釡
yadw	諆
ybcy	諏
yvwy	諛
aelg	菜圃
ajsf	草标
axqn	药饵
bfuu	陡立
bkkl	职别
bwaa	险工
cahh	戏目
cqxg	对角线
cwwt	马仰人翻
datf	左迁
dbcw	厄难
dftr	夸特
djmj	厚赐
dqyg	确证
drmg	愿同
drsr	原棉
efoy	脚炉
fgkb	干吼
fuxy	博闻强记
gfqa	不露锋芒
guye	夹衣
hjcm	旧观
iamq	满岁
idqc	湖色
ills	沉思默想
ipvk	浑如
isnd	湘剧
iwye	浴衣
iyig	淤滞
jnou	电料
jsyy	临机应变
kkxg	串线
lfpy	默祷
lqtt	加尔各答
mbfc	邮去
mhnn	贴己
mram	贩黄
nhnn	怵目惊心
oodf	火砖
ouod	烂糊
pdux	寄递
pwqg	窝铺
pyec	祸胎
qajp	昏晕
qgih	鳞波
qmar	铜匠
qukk	锐器
qyig	留滞
rivm	执法如山
rvwt	挪作
sujt	校监
syfh	梳起
tayf	长诗
teqa	盘错
twhi	徐步
ueuj	遂意
ugnw	凄怆
ujrr	韵白
ukfn	竞卖
ummh	端由
ummt	凋败
uwap	冷荤
uxvd	慈姑
witi	倒海翻江
wngi	追还
wspg	候机室
wttk	途程
wyvf	停建
xgyx	母畜
xklu	绳圈
ydgw	哀而不伤
ynqn	刻蚀
ynym	词调
yojt	变星
afkc	薣
agkp	藗
asgf	莤
cqyy	馰
eqa	胝
eqay	胝
etdp	膖
fkkw	靈
fsu	雬
gtmk	珦
hwb	龆
hwbk	龆
kvfj	嘯
kyxy	噰
lfo	黩
lfod	黩
lmh	軕
mpvg	峖
nfto	鷵
qeao	觾
qeey	觙
qegi	觫
qnyy	鈬
qujh	鏱
quk	锫
qukg	锫
rcyn	瓟
rqct	魆
rub	搠
sgkt	釅
stan	杔
tehl	艣
tgvh	箑
tmde	躼
udm	羰
udmo	羰
uedm	顡
wtky	偊
wvgt	鷻
yjjw	螤
yqne	袌
ahfg	雅皮士
ahya	莫此为甚
ajvj	鹊巢
asia	蘸满
beyy	阴文
bknt	职改
bvhh	限止
cbft	预考
dhlf	慧黠
dmib	三岁小孩
eggr	胚珠
fdrx	老有所终
fflh	二十四
fmjm	献映
fpyg	索证
fylr	壕堑
gqdi	死耗
hfwb	目无余子
hjna	卓异
ipce	沉勇
iuoq	洋炮
ivsf	当票
jksm	电唱机
jqrw	临危授命
juhx	暗紫
kmfa	吊塔
mdnu	贿买
nhhw	遐龄
nknk	忡忡
ntso	尾楼
oexy	粗纺
oeyx	粗率
oiqt	烟波钓徒
ppua	安富尊荣
pttd	客籍
qigw	久治不愈
qnyp	乌亮
rqop	鬼迷
rube	拦阻
ruis	拦河
rxgl	指画
sfsy	棱柱
shbw	相除
tmdc	微码
ttni	舐犊情深
twyb	稔熟
ufou	装料
ulws	章回体
umab	端节
vedu	退磁
wywv	食分
xegl	组画
xlrt	幼托
xltt	细笔
xtbl	疑阵
xtty	终篇
ymdv	市肆
ythj	话旧
ytxa	旋绕
yvsf	良材
ywkf	腐叶
aplj	葷
art	萆
avhl	藎
awdc	葮
cldy	駰
cwt	逡
cynw	駭
detp	鬔
deu	長
dexd	磎
dmnn	硙
eeay	貛
efvg	膤
fupy	塝
gawc	瓁
ifpb	浡
ioy	洣
iqyw	兤
jrh	蚚
qak	钷
qgku	鋀
qoaw	鱑
qogw	鮧
qtut	獙
sakg	棫
sgye	釀
tab	筇
tegg	徂
tjaa	馢
tmdv	躽
vfac	彟
whto	儵
ytfk	誥
afah	贰臣
afgq	勒死
afou	鞣料
bdng	承情
bwkg	除号
dfpw	奔窜
doft	灰雾
ejuf	胆壮
ewpw	脸容
fgai	雨落
fivc	未始
fkai	鼓荡
fwfm	堆垛
ggap	顿开茅塞
ghvr	一瞬即逝
gkxh	带引
grjj	不揣冒昧
iago	学艺不精
ijsh	渴想
ipts	沉箱
iyrt	流播
jesw	明枪
jgaj	旦暮
kdks	喹啉
kokk	喷火器
kyng	咏怀
mhsc	贴权
mtgj	风行一时
paiy	宦游
paqe	宽解
ppeu	宾客盈门
qbim	猫耳洞
qkeu	兔脱
qrug	怨气冲天
qwyt	铸剑为犁
raey	搭脉
safh	横越
sont	可燃性
srsi	棉桃
swkt	枪响
tuus	冬闲
ucgm	痛责
udxp	减缩
ugrk	道不拾遗
uhki	站哨
uxsi	辫梢
vccn	驽马
wnws	仁心仁术
xbxe	弛缓
xrgk	红白事
xvty	绿篱
ycii	充水
ynyb	记熟
yqmg	义同
yuus	说亲
cwt	皴
afa	鞯
alvt	藪
cukq	駾
erwy	胅
fht	趱
fhtm	趱
fodm	頳
gami	貮
ghmj	颪
gtqo	麹
ians	渫
igmx	灑
ingg	汈
jbg	虸
khqk	跔
lo	辚
nudb	惓
qamd	锳
qogn	魨
qukq	鋭
rblg	掹
snfg	杻
stah	枡
suvg	椄
tfhg	徝
tjjl	馧
ughi	閇
unw	瘳
unwe	瘳
vhah	嫭
vupy	嫎
vvkg	妱
wgeq	覦
wgka	弇
wpw	倥
wpwa	倥
xqky	纔
xxsu	枈
ybh	邡
yntl	衁
ywyg	誰
afab	劳动节
afuv	鞭痕
apew	蒙脸
bidq	聚少成多
bjyf	子曰诗云
btyl	降为
buwy	陪住
bwyw	除夜
cuqa	参差错落
dbds	有职有权
dpsd	碗橱
fifa	云消雾散
fojj	赤日
gkyy	不足为训
gqgw	一钱不值
hgqu	凸镜
inev	泥腿
jjgb	日珥
jmrb	愚拙
jnlk	电贺
jtnj	暗香疏影
jvit	归省
kgyw	顺天应人
kmog	勋业
knmh	呢帽
ktuw	吃准
lfll	转圜
lttq	略称
lusd	圈椅
nhtg	收生
ntdi	羽毛丰满
oqnh	燃眉
otgx	断简残编
pntf	密告
ptqn	客饭
pupb	衬字
pvut	案首
qypd	鸟害
rfip	抚掌
rhbk	卸职
rkyh	揖让
rqsu	换样
rxfg	揩干
snvh	横眉怒目
tatr	长物
toes	釉彩
tooy	秋粮
trjv	物归
uaws	瓶体
uisf	冰棱
uiyi	交浅言深
uqgq	效死
uqnk	交臂
usss	冷森森
vigm	妙丽
wcap	公营
wcvn	翁婿
wdfw	贪大求全
wjjd	今是昨非
wjul	食蚁兽
wsuq	体癣
wxcu	人强马壮
xcpl	缚鸡之力
xmbt	纳降
xral	弧菌
xtxa	绛红
xwws	纪传体
yekm	哀吊
ygbe	谏阻
yjbg	齐耳
afa	鞴
afkg	鞓
aqdy	薝
atdv	嫛
blh	陣
bpgh	聢
efpu	豷
fadg	韯
fpgc	豰
fthg	垍
gxwo	鴺
kaff	嚡
ljlg	輼
pusk	袔
qenh	觓
qgb	鲰
qgbc	鲰
qoxj	鮨
qtyi	猄
qwhe	鎀
rnb	撖
rnbt	撖
rwfi	摖
safk	覉
teeb	艀
tkmu	筼
tmdk	軀
udyo	鯗
vdeg	媩
wpmn	飢
wvgt	鵌
xgct	緻
xnn	乣
xyiy	綡
yafh	諽
yfpq	読
yrtj	螷
aboa	节煤
apmy	蔻丹
aqvy	黄钟毁弃
axpe	药农
brxu	孤弱
ccyt	叠放
ffar	丧魂落魄
ffoo	封火
fkga	鼓弄
fksw	鼓槌
fsqf	二桃杀三士
fvfy	雪坑
fyrg	坟丘
gkjp	吞噬星空
gqgy	不名一文
guiy	夹注
hpoo	瞎火
hvsi	眼梢
icgu	治平
ifjl	法螺
ioym	淡市
iqpt	酒色之徒
ismf	漆雕
jhtq	冒称
jjjq	日冕
jvps	归宁
kjda	唱碟
kkmm	串岗
leer	胃腺
lffm	围击
llwf	田舍
lqxw	软缎
mgtv	同一律
ndap	忧劳
nfnr	怪声怪气
olit	烟海
qckq	杀鸡吓猴
raug	搭盖
rdhh	掩上
rwvf	抢建
rxlw	批办
shha	相瞒
srec	棉胎
srgg	相持不下
stfq	桥堍
tctr	私物
tgbn	短不了
thjy	息影
umpd	弊害
uqti	弊多利少
uvkr	兼听
vrwt	妙手偶得
wdeu	追奔逐北
wgpa	贪天之功
wyqg	储钱
xcyt	绝圣弃智
xvbw	绿队
ybha	熟虑
yeqq	衣钩
yikk	变流器
ysgm	靡丽
ytvq	许婚
yxyh	谐谑
anfn	藯
anhh	葦
aumd	蔐
cjqn	騔
dtl	硇
dtlq	硇
febg	垺
fyaw	壙
ikkf	潬
jdfn	晇
khyt	蹾
kwyk	嗆
ldoj	罽
nhdd	奬
nku	檗
nkus	檗
oajg	焟
owgk	粭
pdnt	宬
pgeu	冡
qayn	铓
qhah	鏬
qnme	馉
qocb	魣
qpfh	鑳
qqak	銽
qqsc	鎩
qulj	鏳
rds	掎
rlag	摑
rtyy	扖
sqvh	棦
sww	麴
swwo	麴
udq	羝
vmgk	姛
vqyl	媹
vsww	婡
wnhe	偦
wuxe	偝
wwkj	螸
ymun	誷
ynhe	谞
yxxt	譏
agaw	荆花
atiq	散射光
auqn	薪饷
auyn	工商户
ayis	蔗渣
aypf	荒寒
bkgo	陨灭
cpyn	驼鹿
cwif	皴法
dgax	研药
elww	胁从
faiq	声若洪钟
faua	裁并
fgov	十数
gggp	天下一家
glsf	画瓢
gojc	严紧
gtje	一身是胆
gykm	速记员
hhec	上肥
ipjt	赏鉴
isar	漆匠
jawg	暴敛
jntj	电复
jqyo	易变
jstg	果穗
juye	蝉衣
jvuk	归总
jxep	昆腔
khfo	足赤
liiq	黑溜溜
lkrd	回拜
ltrf	力持
lxrh	累年
mdwx	炭化
mxwf	同乡会
myit	山高水长
peux	家慈
pkym	宫庙
plwg	军伍
qcem	勾股
qnvn	刨刀
qtnt	猝发
qwjh	铃虫
runy	摘心
sapg	栋宇
tcdr	秣马厉兵
tdie	刮削
teif	透汗
thxn	自纠
tpcw	迁客骚人
trpl	我军
ubjj	朔日
ubto	闻悉
ujug	瘟病
uswa	亲代
uxvv	弟妇
uxxp	凝缩
vggm	妍丽
vgih	嫩小
vsbp	杂院
wmwp	谷贱伤农
wqbd	仰承
wrca	拿手戏
wsfd	何需
xabw	练队
xygu	丝毫不差
xyir	编派
yart	试播
ydgu	议而不决
ymyc	调序
udq	鲞
ahnq	鋻
btfn	毦
crgg	駈
duj	鹩
dujg	鹩
edap	膸
exjh	胇
fhny	趯
gkll	疈
igkl	湢
iujg	湆
jxx	蚍
jxxn	蚍
khxs	喍
kwti	喺
lgke	睘
mdwo	鴦
mkq	贶
mtjk	颱
odff	煃
onhh	煒
qafj	氒
qcyy	釵
qldy	銦
qnbm	饳
qoag	魟
qoqh	鯑
qowc	魿
qqg	镥
rynx	摝
sbmh	柮
sook	檆
suog	椪
uhd	阒
uhdi	闃
ulk	閘
vfqn	妧
wtoy	偢
xewo	鶨
ynjt	麙
ysww	誺
yvey	詪
ywnq	詤
aemq	散见
avif	切法
cknt	台属
ckqk	台钟
cwlp	骚人墨客
cycl	驴骡
dhyu	在说
dywi	百废俱兴
efpw	肘窝
feqc	真彩色
fjgk	进逼
fqln	远思
ftxf	老鸨
iios	省油灯
ikpl	溃军
iqlp	漠然置之
jntp	晓以利害
kggh	呈正
kprd	喧扰
ktth	响鼻
kybi	唁函
lfrv	黑招
mcrd	峻拔
mdwv	炭盆
mpfc	贮运
mrtc	贩私
nyie	心浮
okng	炽情
pujm	衬映
qdqn	肴馔
qkcw	免验
qmme	钢骨
qvim	急湍
ravi	皂隶
rhyt	拜占庭
rvca	热劲
suhk	校点
sxpb	楷字
tcih	私淑
tobq	釉陶
tost	翻覆
ukbc	兑取
ulug	痹症
usxn	遵纪
vfnd	孀居
wdlq	伽达默尔
wwhw	坐具
wwmf	耸峙
xhgj	引理
xkbw	经史子集
xlqg	细鳞
xwyy	维文
yafj	试刊
ytay	放荒
ahnq	覽
anxb	苨
axtp	蘕
cynt	馿
dtdk	礄
emnk	腡
eqkg	胊
eyvk	膅
ffii	隷
gqkg	玽
hqdh	睎
innw	潠
iqk	浼
iqkq	浼
iugy	湵
jtln	蟌
kht	蹯
khtl	蹯
kwvo	鳴
lhcy	軙
lrcy	畖
mtjc	颰
otfh	粁
qelj	觸
qkh	釧
qold	鯝
qpyg	鎺
qtt	猁
sgxw	桋
sldg	棝
susd	橂
tetq	艞
tjdc	馛
udjn	閹
ugd	閂
uls	阃
uvfk	疩
uwy	閄
vdff	娾
vpv	辺
wpwe	飻
wwe	佾
ynmo	鶣
aege	菜青
afya	苇席
ajws	草体
auge	燕瘦环肥
bcgu	取平
bnhv	孔眼
brbb	孤子
cbca	驰驱
cqtr	巴尔特
dcca	雄劲
ddaw	厚古薄今
dwdq	克伦威尔
elts	肋条
eqwq	胸像
fart	栽插
ffmj	封赐
fydw	无遮大会
gfej	球胆
gyuy	一言半语
hiaa	督工
iayy	鸿文
iiyc	深沟高垒
ijtu	温乎
jfqg	时鲜
klkq	别史
lfyc	默诵
mefm	崩坍
myyv	凡庸
ngyl	司库
nwlx	心余力绌
oeii	粗沙
pdit	宁夏省
pjdt	冥寿
pmtx	冗繁
pokk	灾患
qeyp	蟹膏
qkfh	逸趣
rdfm	排击
rpya	探试
rrpy	折福
rtul	手闸
sddh	顶破
tgye	征衣
tkap	积劳
tqrk	稳操
udvo	送灵
ugyv	靖康
wiqu	分光镜
wjqt	偶犯
wpxj	食宿费
wvdy	贫矿
ybqr	熟铁
ytng	放情
qtt	獯
uwy	冷
wwe	俎
atqt	菞
awke	藵
axrs	藥
bftj	陼
cwgw	験
din	耜
djnj	剦
dmum	碙
ehkg	胋
fhe	趄
fnhc	韨
hnq	鸬
hnqg	鸬
jbn	虵
jgkh	螎
jus	蝤
jusg	蝤
kkjk	丳
klqy	啰
ldy	軑
lvk	轺
lvkg	軺
ndjd	懨
orh	炘
owgj	糩
pugm	襀
pwff	窐
qdnt	鋮
qgaj	铏
qgrg	鲌
qtfk	鋯
sgun	醷
tdny	諬
tdq	鸹
thgn	牎
tudb	箞
ufk	閈
wfa	偾
witt	仯
wmjr	儩
yido	鷲
abat	荫翳
aesr	散板
aibm	落聘
akqc	堇色
amdw	贡奉
bqnk	隐避
byij	防湿
cdxt	骑缝
cfti	对簿
dhvg	三贞九烈
dytl	矿务
eexa	胭脂红
evgk	腿带
fitf	求告
fkrr	露白
ftvx	考妣
fyfm	塘坝
ghqw	下欠
hwxf	具结
ieri	溪泉
iivn	激光刀
irnd	激剧
isfc	河运
ivdj	汝辈
jvjo	昭显
kqrr	吹拍
lcmf	轻财
lffk	圆鼓鼓
lnhj	思旧
lrvd	力挫群雄
mkpo	风中之烛
nndv	书肆
nnun	怡情养性
odcw	烦难
oyny	米尺
oysr	粮棉
pdya	割席
pfgm	塞责
ptjj	安息日
ptjn	宅电
qmql	铜锣
qnna	饥民
qqay	金匾
qsfc	杀去
qvxj	煞费
raly	找辙
raqq	搭钩
rdpt	拜客
riiy	泉流
rucy	撞骗
sgyo	核裂变
tcdj	笃厚
tdqc	辞色
texf	盘结
tjkh	利嘴
tlip	备尝
tllf	备置
umlk	辛迪加
vima	妙曲
wcvd	翁姑
wjce	但能
wtkw	含血喷人
wtqh	余外
yeld	康采恩
yeqn	衣饰
yndc	亡友
yvfw	庸夫
tdq	舐
afp	荸
afpb	荸
aipq	莐
amy	跫
amyh	跫
awct	葰
awyg	隿
aywf	蓙
btaf	陞
butg	隡
dijg	奫
dnj	虿
dnju	虿
ejl	腽
ejlg	腽
erfh	腯
fhqn	垷
haeg	虘
hgmy	瞔
ipkj	劏
iynn	汒
jnhc	蝦
kaws	嗏
kkfm	顎
klqj	噣
lcwt	畯
mkkn	崿
mnn	乢
qad	锘
qadk	锘
qaiy	銾
qdm	欷
qdmw	欷
qgjn	鏸
qotk	鯦
qqky	镵
qtgo	鵟
qtoy	鍬
qtrf	獔
qvln	镴
raiy	擓
tjaf	篳
tpq	箢
tpqb	箢
tywo	鳰
uewo	鷳
ujno	鷾
wpnt	飶
wyoo	鷦
yhkg	詀
aamv	节节败退
abof	蒸烤
aisq	蒲柳
ajyn	莫忘
anow	薪尽火传
antd	黄发垂髫
athw	翘盼
augn	莫逆于心
dkji	百川归海
dmff	矾土
eytg	及笄
fnbu	声障
frnn	无所忌惮
fuqg	增印
fypy	地主之谊
gtpl	再造之恩
gtto	麦秋
gxhq	素餐
hvig	眼浅
iqfk	渔鼓
jekw	明喻
kktm	喇叭筒
kqlt	史略
lfrg	围捕
lmud	软骨头
lsss	黑森森
mfai	财东
ndgj	居大不易
newg	心胆俱裂
pdkf	寡味
qntd	饶舌
qvep	争逐
rhid	披沥
rlpx	兵连祸结
rvgf	抛球
rvpg	殷富
rydg	择主而事
smxt	机绣
smyc	机译
svkh	要路
sytt	梳篦
tdgl	行成于思
tdht	甜睡
tfih	徒涉
tjio	利淡
twts	签条
uddw	头雁
utkm	阁员
uxfq	新纪元
vuxg	嫡母
wdnf	仗恃
wfjn	传电
wghi	便步
wgmt	倒账
wtbw	凭险
xfxi	纬纱
xilh	纱罩
xlgi	细琐
yrld	康拜因
yuxa	谙练
yxgj	玄理
ajff	荲
apgn	藼
ayjn	藹
bfam	隫
clg	駟
eqs	脎
eqsy	脎
fiv	墚
fivs	墚
fwdc	塅
hbgk	齬
hbqk	齣
iitn	乷
ipff	坣
jmgk	晍
khun	躢
ksgg	唒
ldw	辏
lfwy	畉
pugm	襰
pupx	袉
qetk	觡
qfke	鎱
qgtn	鳤
qhqn	鋧
qmmh	銟
qoxx	魮
qqrm	鋾
qvl	锱
rfw	攉
rfwy	攉
svg	桕
tek	甪
tekh	舯
thl	劓
thlj	劓
trk	筘
twic	黐
umir	撆
upyq	覫
uvuh	辧
vfkg	姞
wfc	刽
wfcj	刽
wgkq	覴
wgkw	龡
wyno	鳹
xgj	绠
xgjq	绠
ydfe	誫
ymko	鶮
aapj	敬若神明
ablt	节略
akae	堇菜
ammg	贡赋
apen	蒙冤受屈
aqgf	苦乐不均
bqgk	聊赖
buau	障蔽
cead	通匪
ckkd	驯顺
dbaa	克孜勒苏
ddyp	大而言之
dhvt	非此即彼
dmii	耐水
egvq	雎鸠
ekya	爱别离苦
esrc	采择
gapv	不落窠臼
gevt	表姊
gxyy	互文
hhag	瞒上欺下
hjos	桌灯
ibyn	削职为民
iedo	浮灰
ieea	油腻腻
ifou	尘粒
iqaq	渔区
iqqu	滤色镜
iwwy	鹡鸰
jfys	旱魔
jglg	最惠国
jhfs	早霜
jmap	愚蒙
kcyn	叹词
kfos	喷灯
lgrv	国势
lwnf	输导
mnav	曲尽其妙
nuuy	屏门
oamm	烧山
oani	煤屑
oata	粪筐
onyb	断离
pqwn	宛似
pvah	安卧
qdgh	铸下
qhca	钻劲
qhxy	外弦
qpft	多神教
qrtr	铁箍
qwna	狄俄尼索斯
qyii	凫水
qyuo	多谋善断
rdws	掩体
rhwp	牛倌
rpyy	反客为主
rrak	白鹳
rvvj	搜剿
sgha	酷虐
srfk	板鼓
sstd	枯木逢春
tctf	私德
tdpd	敌害
tfjx	毛蚴
tood	愁烦
uaej	瓶胆
ucqd	冶铸
ulvn	闸刀
uwli	奖优罚劣
vset	杂用
wnwy	追念
xjum	绅商
xtel	络腮
xwyo	纵谈
xxie	毕肖
ybwx	熟化
yivk	应召
yqyv	谄谀
yrwc	文抄公
artd	葀
cj	骒
dnq	尥
dwgg	硂
eua	胼
euah	胼
fkfk	嚞
ghnn	丏
gvaf	璕
hamm	虤
hbkw	齞
hggq	鬩
hnwy	矅
ibig	洆
jfh	虷
jwyn	昑
lfon	黮
lfoy	黵
mgwo	鳳
najj	蟁
pux	襁
qeuh	觪
qevq	觬
qob	鬯
qobx	鬯
qqcn	銫
qtly	玀
qwcn	鎓
rgeg	掅
rus	撙
rusf	撙
teal	艦
ton	簖
tonr	簖
ued	閒
umaw	痶
urxq	兠
vamd	媖
vgxi	嫊
vrqc	媿
wfqw	黌
wgkm	龥
wvgl	鳨
wyvo	鶬
yeyy	諑
yjiu	亰
ymjk	廁
ytan	讬
ythg	詯
ywga	論
ywgj	諭
aavn	戒刀
aeth	藤牌
agtj	匡复
ajem	募股
awme	花骨
awnw	苟全性命
cdff	骑墙
clwx	劝化
dmsd	页顶
dmwt	面叙
ebyw	服膺
evaf	腱鞘
fjah	朝臣
fkbu	喜联
fsde	霜鬓
fuax	增产节约
fvlg	雪车
gbgi	再也不
gitx	不敏
gljy	画景
gydt	一望而知
hkcw	点验
hkwv	占分
ijvn	光电鼠
isqd	酒肴
jawp	日暮途穷
jtyp	晓行夜宿
kacl	哄劝
ludh	圈在
lwrp	因人制宜
maiy	曲流
mpfg	峨冠博带
mqwa	网袋
nfgg	书声琅琅
nwgl	慌作一团
nxud	惯养
oqfn	炮声
pewa	农贷
pnfr	襟怀坦白
pqaj	宽银幕
pwnh	空疏
qboq	凶焰
qpjv	免冠照
qtgl	铜版画
qxns	煞费心机
raap	白蒙蒙
rank	拱璧
rdje	拜盟
rfge	挂表
rhdo	爬灰
riim	抄没
rlgq	摆列
rmad	缺项
ruia	拦洪
smpe	机宜
sumy	横槊赋诗
susa	可亲可敬
svyy	要言
swol	松烟
tcxj	私费
tpgy	造福一方
twrb	稚拙
txyy	篆文
utdj	前程万里
utlg	首车
uuvn	剃头刀
uuyp	闭门谢客
uxrc	背反
uyaq	阆苑
vomh	灵幡
vpgw	嫁祸于人
vpyt	婉谢
wdjf	伏旱
wviu	分润
wwjs	坐果
wxrk	货损
xaap	绿莹莹
xaxt	绒绣
xqer	纸鹞
xuuj	弱音
xvwj	绍介
yarv	评功摆好
ymny	市尺
ynkx	离情别绪
yrdr	诉愿
aat	荛
affh	靬
amc	芟
amcu	芟
awwq	覡
ayno	薦
cnnk	駶
ddmd	碝
dhdl	豓
dubj	蟨
eftj	豬
efto	鶢
eiqb	脳
ewdc	腶
gfh	玕
gisv	嫑
gqaj	琘
hbkh	齪
jeb	蜉
jebg	蜉
kwgj	噲
kxqy	喲
lfoa	黭
lndm	顋
mtjo	颷
mtjw	颶
ndyy	忲
nhkh	韋
oguv	黺
ojgg	炟
owyk	熗
puuq	襯
qdr	厃
qdxy	銭
qipo	钂
qojh	魝
rdfo	鷎
rjlg	揾
rqcy	抅
rqsc	摋
tegj	艚
ucy	馮
ueu	豙
vnn	巛
vnnn	巛
xuv	缣
xuvo	缣
yfwt	庱
yssm	黂
yuog	諩
aagc	工致
aanr	草草收兵
aptx	萦系
ayhx	芦柴
ayud	蓄养
bapd	隔世之感
dfry	压挤
dmxt	而终
dwyy	奏议
etqi	乃尔
fawd	零七八碎
fbst	无隙可乘
fnca	卖劲
ftdt	无往而不利
hivg	目光如豆
hyak	眩惑
iarh	鸿爪
iiay	水荒
iqrf	逃遁
irft	酒后无德
isih	洒泪
itwv	活分
iuap	洋荤
jfjv	愚夫愚妇
jqpp	旦夕祸福
jteb	蜂乳
kikk	吵骂
ksgm	别树一帜
lwlf	办置
mesw	骶椎
mmdm	凹面
nkqn	壁饰
oeqn	粗饭
onaj	灯心草
otuv	烙痕
ouud	粒状
ovlm	数轴
pdnx	宠惯
pqgx	鸩毒
qcaq	勾芡
qcjp	色晕
qdga	铸型
qeid	角尖
qqaj	钦慕
rpuv	擦痕
rqdh	挣破
stgl	木版画
tann	长局
tgkm	垂吊
tmah	躺卧
tspe	知本家
ukcw	问难
vkvf	召妓
wfvi	佳妙
wldr	伯罗奔尼撒
wvbe	分阴
wxup	传经送宝
xfhh	结上
xpyg	综评
yeku	哀啼
ykyc	训育
yygm	文责
aevf	蓞
amjj	荝
askf	莕
axgn	蒓
bqay	阺
byjg	隮
cvpc	駸
enhc	腵
ffwk	墻
fkuj	蟚
fwgl	墖
gnu	忢
gyg	琂
imyy	汎
ipkt	牚
jnhg	蝞
mqql	羀
mtjk	颭
nhbh	郿
nto	屦
ntov	屦
puqy	袛
qgn	鲺
qgnj	鲺
qgri	鳈
qgy	鳊
qgya	鳊
qnh	镅
qnhg	镅
qoqk	鮈
qtun	猐
qvp	锓
qvpc	锓
qvpc	鋟
rjfg	捚
rnsf	氥
rooy	掞
rrrf	皛
sgyo	醾
upnn	痯
vduh	嫴
vfjo	鷫
vrlo	嫵
whxn	佌
yadn	諶
aktt	落叶知秋
apgk	蒙事
awoy	茶炉
axra	药皂
baoy	陈米
blto	孟秋
bsbp	耵聍
csbw	巴西队
cyln	叠床架屋
dbyo	顾恋
dqnx	有错必纠
dqqd	确然
eydg	脉石
fhov	真数
gaxa	开练
gkyr	不足为据
gvdv	一好百好
haca	虎劲
hlwx	卤化
ibtp	涵管
ikaw	泥足巨人
jfdt	易地而处
jgiy	题注
kfyk	鄙吝
klws	别体
lqxg	软线
mfvt	风雨如磐
miey	风清月朗
mtqu	凹透镜
nhth	收自
nnvn	快婿
oexi	粗纱
oyya	糖度
pjyi	蜜里调油
pjys	审订
puit	寓意深长
qexj	解缆
qfeb	镇服
qnqf	铁壁铜墙
qrca	刎颈
qrtw	希拉穆仁
qvlw	银轮
qvqi	狐群狗党
qvuv	皱痕
qyss	鸟林
rcuf	挨斗
rjdh	提挈
rnha	后怕虎
rvir	势派
rytf	白衣秀士
sdil	枯涸
sshp	林壑
stsy	桥桩
tqvk	稳如
tvai	很薄
twpj	知人之明
tycj	长夜难明
ualn	奖勤罚懒
ubyn	闻讯
udek	羞臊
uhls	疲困
utpo	意乱神迷
uuun	立决
vnrn	媚气
vovi	灵妙
wdrd	人寿年丰
wece	仍能
wfsc	追索权
wkfu	保墒
wvof	分灶
xewt	级任
ybhf	敦睦
ygca	评戏
ykma	衷曲
ykrp	误按
yktf	高唱入云
yout	变产
yqds	诡奇
afqu	荺
aivs	蒅
annb	巪
auxb	苝
briy	陎
caqy	駆
cfps	驝
cntt	駜
djn	鹌
djng	鹌
egah	豜
gawo	鳽
hbve	齦
hfwt	睖
ijsy	淉
jmfk	晭
khay	躪
khy	蹁
khya	蹁
ldj	罨
ldjn	罨
lfol	黸
nfc	忮
nfcy	忮
owxb	炛
pujg	衵
pynt	祕
qbcy	鋷
qbh	釕
qdgt	鍼
qegl	鋤
qoqb	鮠
qqrn	鍯
quwl	鎰
rlh	捙
tfpm	颋
tkmu	篔
trh	篪
trhm	篪
tsfi	篻
uehq	覵
ugfg	瘂
uwf	瘵
uwfi	瘵
vakg	嫤
vnuv	鼢
vwks	媬
wfqq	覺
wpfh	飦
wtfq	侁
ynjj	麡
yyw	谇
yywf	谇
ahdc	牙碜
ahio	雅淡
alsy	菌核
bmxq	聘约
bswa	孤标傲世
dhbg	破陋
dhtd	顾盼自雄
djjm	厚遇
dydf	大放悲声
dyti	百废待举
eyff	脏土
fdig	增砖添瓦
fsad	霜期
ftfa	圪塔
